name,PLD(A),LCD(A),surfacearea[m^2/g],Porosity,Density(gr/cm3),%C,%F,%H,%N,%O,%S,%Si
linker103_C_linker103_C_lcs_relaxed,8.1312,9.78645,4761.99,0.753849,0.501148,67.567568,0,32.432432,0,0,0,0
linker103_C_linker103_C_unc_relaxed,11.65908,11.84642,4121.32,0.768657,0.497579,67.567568,0,32.432432,0,0,0,0
linker103_C_linker103_C_uoc_relaxed,6.60342,8.52985,5068.6,0.785784,0.481551,67.567568,0,32.432432,0,0,0,0
linker103_C_linker104_C_pts_relaxed,7.61129,9.03641,3689.72,0.747051,0.559381,62.711864,0,30.508475,0,6.779661,0,0
linker103_C_linker105_C_pth_relaxed,6.45245,6.9411,2676.67,0.669221,0.694318,64.912281,0,31.578947,0,3.508772,0,0
linker103_C_linker106_C_pts_relaxed,7.41627,8.41036,3642.87,0.729917,0.566646,58.730159,0,34.920635,6.349206,0,0,0
linker103_C_linker108_C_pth_relaxed,7.70658,7.86136,3915.25,0.759072,0.575748,69.491525,0,30.508475,0,0,0,0
linker103_C_linker12_C_cdl_relaxed,7.72456,9.27193,4919.24,0.756122,0.4876,56.923077,0,30.769231,0,12.307692,0,0
linker103_C_linker12_C_cds_relaxed,7.72538,9.65862,4866.11,0.75354,0.488975,56.923077,0,30.769231,0,12.307692,0,0
linker103_C_linker12_C_qzd_relaxed,7.84813,9.1925,4185.99,0.752663,0.553102,56.923077,0,30.769231,0,12.307692,0,0
linker103_C_linker14_C_sql_relaxed,10.27424,11.11306,5339.15,0.763641,0.428455,56.989247,0,38.709677,0,4.301075,0,0
linker103_C_linker16_C_dia_relaxed_interp_3,9.69381,10.86691,5974.91,0.759792,0.437478,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker16_C_sql_relaxed,10.13906,11.20167,6189.28,0.798708,0.394338,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker19_C_dia_relaxed_interp_3,11.06161,11.99781,4222.45,0.739598,0.402698,63.636364,0,36.363636,0,0,0,0
linker103_C_linker19_C_dia_relaxed_interp_4,8.13861,10.34121,3372.04,0.632842,0.53693,63.636364,0,36.363636,0,0,0,0
linker103_C_linker2_C_dia_relaxed_interp_2,6.38398,7.89923,5022.66,0.719187,0.510921,62.711864,0,33.898305,0,3.389831,0,0
linker103_C_linker2_C_qzd_relaxed,7.3216,9.84138,5019.99,0.761291,0.470486,62.711864,0,33.898305,0,3.389831,0,0
linker103_C_linker20_C_dia_relaxed_interp_2,14.44302,18.79491,5071.23,0.797099,0.291584,59.550562,0,40.449438,0,0,0,0
linker103_C_linker20_C_dia_relaxed_interp_3,8.53898,10.85845,4299.62,0.6759,0.437376,59.550562,0,40.449438,0,0,0,0
linker103_C_linker20_C_sql_relaxed,9.6981,11.03138,6207.77,0.78651,0.391287,59.550562,0,40.449438,0,0,0,0
linker103_C_linker21_C_dia_relaxed_interp_2,12.56551,13.95046,6446.68,0.798815,0.312693,56.435644,0,43.564356,0,0,0,0
linker103_C_linker21_C_sql_relaxed,9.2617,9.97115,5671.38,0.7323,0.423118,56.435644,0,43.564356,0,0,0,0
linker103_C_linker22_C_dia_relaxed_interp_3,8.38185,9.7886,5174.49,0.745296,0.459373,60.493827,0,32.098765,2.469136,4.938272,0,0
linker103_C_linker23_C_dia_relaxed_interp_3,9.01458,10.73321,4598.07,0.724608,0.517388,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker23_C_sql_relaxed,7.90627,10.16511,5672.73,0.780231,0.464487,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker24_C_dia_relaxed_interp_3,8.26252,10.18644,4026.81,0.704634,0.516406,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker24_C_sql_relaxed,9.55157,10.38216,5086.45,0.778062,0.463082,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker25_C_sql_relaxed,8.53432,10.93683,5290.53,0.774039,0.464131,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker25_C_sra_relaxed_interp_3,9.31501,12.42723,5544.94,0.790202,0.422602,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker26_C_sql_relaxed,7.91776,9.06574,4172.8,0.731669,0.568095,52.688172,0,21.505376,8.602151,17.204301,0,0
linker103_C_linker27_C_qtz_relaxed_interp_2,10.96845,13.03228,5120.7,0.776345,0.418711,59.550562,0,33.707865,2.247191,4.494382,0,0
linker103_C_linker27_C_sql_relaxed,10.19232,11.64325,5020.03,0.798378,0.436924,59.550562,0,33.707865,2.247191,4.494382,0,0
linker103_C_linker28_C_cds_relaxed_interp_2,6.88025,8.97657,4799.77,0.736007,0.484809,60.493827,0,32.098765,2.469136,4.938272,0,0
linker103_C_linker28_C_dia_relaxed_interp_3,8.51675,9.68852,5351.73,0.747888,0.457145,60.493827,0,32.098765,2.469136,4.938272,0,0
linker103_C_linker29_C_qtz_relaxed_interp_2,10.81728,11.38363,5294.75,0.745262,0.468853,52.688172,0,30.107527,8.602151,8.602151,0,0
linker103_C_linker3_C_cdl_relaxed,7.51964,11.08836,5993.72,0.777327,0.407668,61.904762,0,38.095238,0,0,0,0
linker103_C_linker3_C_cds_relaxed,7.52877,9.38892,5919.31,0.780413,0.408325,61.904762,0,38.095238,0,0,0,0
linker103_C_linker3_C_dia_relaxed_interp_2,6.03849,8.04328,4977.29,0.701771,0.502549,61.904762,0,38.095238,0,0,0,0
linker103_C_linker3_C_qzd_relaxed,6.45986,9.8337,5055.18,0.752446,0.466682,61.904762,0,38.095238,0,0,0,0
linker103_C_linker30_C_cdl_relaxed_interp_2,7.62577,9.06132,5719.17,0.791172,0.429703,61.643836,0,32.876712,5.479452,0,0,0
linker103_C_linker30_C_dia_relaxed_interp_3,10.00849,11.01107,5231.27,0.773713,0.410925,61.643836,0,32.876712,5.479452,0,0,0
linker103_C_linker31_C_qtz_relaxed_interp_2,9.69427,11.28971,4958.87,0.747525,0.374151,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker31_C_qtz_relaxed_interp_3,9.509,10.73769,3187.49,0.576268,0.561226,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker31_C_sql_relaxed,10.36745,11.31638,6092.91,0.795489,0.39389,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker32_C_dia_relaxed_interp_3,10.86057,12.15936,3838.86,0.712,0.450523,55.555556,0,34.567901,9.876543,0,0,0
linker103_C_linker32_C_dia_relaxed_interp_4,8.03421,10.27836,2794.2,0.588731,0.600697,55.555556,0,34.567901,9.876543,0,0,0
linker103_C_linker34_C_sql_relaxed,8.98098,10.64128,5232.48,0.784578,0.465101,57.647059,0,28.235294,4.705882,9.411765,0,0
linker103_C_linker35_C_dia_relaxed_interp_3,8.82048,9.93084,5366.04,0.772529,0.443965,63.636364,0,31.168831,5.194805,0,0,0
linker103_C_linker36_C_dia_relaxed_interp_3,8.28108,9.55937,5295.22,0.744994,0.460903,61.445783,0,33.73494,4.819277,0,0,0
linker103_C_linker37_C_sql_relaxed,8.83186,10.75054,5217.64,0.795307,0.467106,55.555556,0,24.691358,9.876543,9.876543,0,0
linker103_C_linker37_C_sra_relaxed_interp_3,8.30586,11.64188,5510.46,0.78776,0.436507,55.555556,0,24.691358,9.876543,9.876543,0,0
linker103_C_linker38_C_dia_relaxed_interp_3,8.35203,9.94547,4972.73,0.75151,0.48639,60.493827,0,29.62963,4.938272,4.938272,0,0
linker103_C_linker39_C_cds_relaxed_interp_2,6.39703,9.48349,5316.04,0.793269,0.472915,61.643836,0,27.39726,10.958904,0,0,0
linker103_C_linker4_C_cds_relaxed,7.39611,9.77337,5186.17,0.782214,0.457255,60.655738,0,29.508197,3.278689,6.557377,0,0
linker103_C_linker4_C_dia_relaxed_interp_2,5.96373,7.96626,4235.18,0.685032,0.56654,60.655738,0,29.508197,3.278689,6.557377,0,0
linker103_C_linker4_C_qzd_relaxed,5.96592,9.01615,4496.34,0.732684,0.524402,60.655738,0,29.508197,3.278689,6.557377,0,0
linker103_C_linker4_C_sra_relaxed,7.672,9.56256,2282.94,0.590411,0.703965,60.655738,0,29.508197,3.278689,6.557377,0,0
linker103_C_linker40_C_dia_relaxed_interp_3,8.49227,9.95975,5044.53,0.769012,0.480496,63.636364,0,25.974026,5.194805,5.194805,0,0
linker103_C_linker41_C_cds_relaxed,6.97809,10.00477,5219.01,0.798012,0.449459,63.934426,0,29.508197,3.278689,3.278689,0,0
linker103_C_linker41_C_qzd_relaxed,6.45066,9.18209,4800.85,0.762501,0.515753,63.934426,0,29.508197,3.278689,3.278689,0,0
linker103_C_linker42_C_atn_relaxed,10.75584,18.77386,3338.83,0.759963,0.512281,63.076923,0,24.615385,6.153846,6.153846,0,0
linker103_C_linker42_C_cdl_relaxed,6.76149,10.66998,4929.76,0.784338,0.512132,63.076923,0,24.615385,6.153846,6.153846,0,0
linker103_C_linker42_C_cds_relaxed,6.46958,8.65792,4800.07,0.781778,0.513676,63.076923,0,24.615385,6.153846,6.153846,0,0
linker103_C_linker42_C_gis_relaxed_interp_2,10.14104,18.63196,3753.68,0.772706,0.452512,63.076923,0,24.615385,6.153846,6.153846,0,0
linker103_C_linker42_C_qzd_relaxed,5.93027,8.6192,3883.57,0.739728,0.589912,63.076923,0,24.615385,6.153846,6.153846,0,0
linker103_C_linker44_C_crb_relaxed,9.80173,16.55769,5400.01,0.783248,0.376466,55.05618,0,35.955056,4.494382,4.494382,0,0
linker103_C_linker44_C_unc_relaxed,13.64152,14.47919,5262.78,0.799358,0.363604,55.05618,0,35.955056,4.494382,4.494382,0,0
linker103_C_linker44_C_uni_relaxed,13.13477,13.79502,5693.23,0.797577,0.363922,55.05618,0,35.955056,4.494382,4.494382,0,0
linker103_C_linker45_C_cdl_relaxed,7.01505,10.16031,5318.17,0.775522,0.468354,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker45_C_cds_relaxed,6.89111,9.8314,4909.76,0.764415,0.466767,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker45_C_qzd_relaxed,6.34248,9.07368,4337.44,0.72016,0.536676,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker45_C_sql_relaxed,9.07609,9.41081,3035.08,0.715596,0.581787,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker46_C_gme_relaxed,11.65997,18.72873,3919.69,0.77382,0.406485,60.56338,0,33.802817,5.633803,0,0,0
linker103_C_linker46_C_qzd_relaxed,5.50013,8.6902,3788.6,0.686636,0.563325,60.56338,0,33.802817,5.633803,0,0,0
linker103_C_linker47_C_qzd_relaxed,7.56596,8.34964,2638,0.66367,0.627762,63.636364,0,31.168831,5.194805,0,0,0
linker103_C_linker48_C_qzd_relaxed,6.45957,8.54699,3037.68,0.635073,0.589902,58.441558,0,36.363636,5.194805,0,0,0
linker103_C_linker49_C_qzd_relaxed,5.38762,8.34904,4118.97,0.715153,0.568192,61.19403,0,29.850746,5.970149,2.985075,0,0
linker103_C_linker5_C_cds_relaxed,7.4582,9.45859,5451.55,0.745072,0.42894,59.42029,0,40.57971,0,0,0,0
linker103_C_linker5_C_gis_relaxed_interp_2,9.97617,19.10474,4735.23,0.757565,0.377347,59.42029,0,40.57971,0,0,0,0
linker103_C_linker50_C_qzd_relaxed,6.15146,8.21353,3317.29,0.650294,0.591671,57.333333,0,34.666667,8,0,0,0
linker103_C_linker51_C_crb_relaxed,10.05406,16.08433,5394.48,0.797728,0.348002,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker51_C_qzd_relaxed,6.30171,8.0566,2654.31,0.598289,0.637671,57.647059,0,37.647059,4.705882,0,0,0
linker103_C_linker52_C_qzd_relaxed,6.60828,8.90152,3073.01,0.650844,0.592975,58.90411,0,32.876712,5.479452,2.739726,0,0
linker103_C_linker53_C_crb_relaxed,9.2478,17.12558,5199.39,0.772467,0.350981,55.05618,0,40.449438,4.494382,0,0,0
linker103_C_linker53_C_lcs_relaxed,9.58698,14.80958,5994.01,0.792935,0.337425,55.05618,0,40.449438,4.494382,0,0,0
linker103_C_linker53_C_unc_relaxed,18.45117,18.87778,5203.22,0.792738,0.336509,55.05618,0,40.449438,4.494382,0,0,0
linker103_C_linker53_C_und_relaxed,12.1462,13.30275,5784.55,0.793788,0.331555,55.05618,0,40.449438,4.494382,0,0,0
linker103_C_linker53_C_uni_relaxed,17.84226,18.01902,5530.11,0.785107,0.337474,55.05618,0,40.449438,4.494382,0,0,0
linker103_C_linker54_C_qzd_relaxed,6.55077,8.05848,2712.39,0.658258,0.650065,58.90411,0,27.39726,5.479452,8.219178,0,0
linker103_C_linker57_C_cds_relaxed,7.05756,9.992,4630.81,0.767014,0.491961,61.19403,0,29.850746,5.970149,2.985075,0,0
linker103_C_linker57_C_qzd_relaxed,6.02083,7.94653,4370.65,0.727069,0.565701,61.19403,0,29.850746,5.970149,2.985075,0,0
linker103_C_linker58_C_dia_relaxed_interp_2,9.12952,10.44129,4215.01,0.756617,0.493911,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker58_C_dia_relaxed_interp_3,4.5463,4.98246,1918,0.590672,0.740866,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker58_C_qzd_relaxed,7.81973,10.11953,5275.43,0.797997,0.451847,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker58_C_sql_relaxed,7.92879,9.63173,4936.33,0.78973,0.492104,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker58_C_unc_relaxed_interp_2,8.30408,11.08847,4363.08,0.756639,0.480119,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker59_C_cdl_relaxed,7.35921,10.83341,5906.22,0.789475,0.416449,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker59_C_cds_relaxed,7.72802,10.12783,5674.01,0.790699,0.41756,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker59_C_dia_relaxed_interp_2,6.2685,7.93842,4981.76,0.72343,0.513525,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker59_C_qzd_relaxed,6.45659,9.81647,4951.14,0.745958,0.478221,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker6_C_gis_relaxed_interp_2,9.47536,17.20315,3922.46,0.757735,0.466315,56.923077,0,24.615385,6.153846,12.307692,0,0
linker103_C_linker60_C_cds_relaxed,6.62247,10.19907,5580.99,0.754232,0.439801,56.923077,0,36.923077,6.153846,0,0,0
linker103_C_linker60_C_dia_relaxed_interp_2,5.99382,7.79214,4375,0.67191,0.537578,56.923077,0,36.923077,6.153846,0,0,0
linker103_C_linker60_C_gis_relaxed_interp_2,9.8753,18.8255,4784.58,0.76889,0.385862,56.923077,0,36.923077,6.153846,0,0,0
linker103_C_linker61_C_dia_relaxed_interp_2,6.29745,7.94298,5065.51,0.744722,0.513762,57.894737,0,31.578947,10.526316,0,0,0
linker103_C_linker61_C_qzd_relaxed,6.68703,9.92873,5009.21,0.766275,0.479964,57.894737,0,31.578947,10.526316,0,0,0
linker103_C_linker62_C_dia_relaxed_interp_2,6.23713,7.90196,4740.86,0.736738,0.537212,63.636364,0,25.454545,10.909091,0,0,0
linker103_C_linker62_C_qzd_relaxed,6.5044,9.72977,4732.59,0.758747,0.498546,63.636364,0,25.454545,10.909091,0,0,0
linker103_C_linker62_C_sql_relaxed,6.72781,8.65618,4422.56,0.748963,0.544682,63.636364,0,25.454545,10.909091,0,0,0
linker103_C_linker63_C_can_relaxed,9.26532,13.23183,3707.36,0.719717,0.525277,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker63_C_cds_relaxed,7.79147,10.11667,5314.64,0.776351,0.444755,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker63_C_dia_relaxed_interp_2,5.8536,8.81654,4613.02,0.716208,0.545333,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker63_C_qzd_relaxed,6.16535,8.8405,4709.97,0.719466,0.510152,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker63_C_sra_relaxed_interp_2,8.7794,11.2013,4842.95,0.765945,0.454876,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker64_C_dia_relaxed_interp_2,6.06527,9.01121,4182.6,0.729698,0.557176,61.403509,0,28.070175,7.017544,3.508772,0,0
linker103_C_linker64_C_qzd_relaxed,6.97337,9.25485,4849.56,0.75958,0.504352,61.403509,0,28.070175,7.017544,3.508772,0,0
linker103_C_linker65_C_cdl_relaxed,6.86714,8.97652,5360.69,0.774588,0.476057,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_cds_relaxed,6.67233,9.02068,5428.16,0.780896,0.477105,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_dia_relaxed_interp_2,7.72103,9.92741,2697.85,0.619115,0.584219,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_gis_relaxed_interp_2,9.85215,18.72841,4324.64,0.785984,0.417428,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_gme_relaxed,13.00465,18.09475,3835.65,0.775273,0.391134,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_qzd_relaxed,7.06662,8.1858,4300.98,0.739166,0.549599,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker65_C_sql_relaxed,6.33914,7.34655,4065.04,0.724563,0.597416,64.912281,0,21.052632,14.035088,0,0,0
linker103_C_linker66_C_cds_relaxed,7.49654,9.84227,5483.7,0.767688,0.444211,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker66_C_dia_relaxed_interp_2,6.23415,7.9507,4471.86,0.695282,0.548178,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker66_C_qzd_relaxed,6.21388,8.90507,4611.21,0.729128,0.510224,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker67_C_dia_relaxed_interp_2,6.27236,7.8878,4289.38,0.711688,0.574845,59.322034,0,27.118644,6.779661,6.779661,0,0
linker103_C_linker68_C_cds_relaxed,6.65432,10.28899,5431.18,0.790924,0.468677,57.894737,0,24.561404,10.526316,7.017544,0,0
linker103_C_linker68_C_dia_relaxed_interp_2,5.98701,8.76487,3969.82,0.718928,0.588918,57.894737,0,24.561404,10.526316,7.017544,0,0
linker103_C_linker69_C_cds_relaxed,6.67266,10.07953,5236.44,0.760768,0.462383,58.730159,0,31.746032,6.349206,3.174603,0,0
linker103_C_linker7_C_atn_relaxed,13.86728,18.07319,3999.16,0.713672,0.426263,59.42029,0,40.57971,0,0,0,0
linker103_C_linker7_C_cdl_relaxed,6.98179,9.38044,5699.28,0.737844,0.429892,59.42029,0,40.57971,0,0,0,0
linker103_C_linker7_C_cds_relaxed,7.55982,10.04674,5597.27,0.73941,0.429215,59.42029,0,40.57971,0,0,0,0
linker103_C_linker7_C_gis_relaxed_interp_2,9.52377,18.22519,5062.49,0.763888,0.377054,59.42029,0,40.57971,0,0,0,0
linker103_C_linker7_C_gme_relaxed,16.03744,18.88921,4336.34,0.776797,0.352914,59.42029,0,40.57971,0,0,0,0
linker103_C_linker70_C_dia_relaxed_interp_2,6.50959,9.05029,2556.47,0.621547,0.603534,53.623188,0,34.782609,5.797101,5.797101,0,0
linker103_C_linker71_C_cds_relaxed,7.03186,9.53865,5339.58,0.768732,0.465468,57.377049,0,29.508197,9.836066,3.278689,0,0
linker103_C_linker71_C_dia_relaxed_interp_2,5.72294,7.95312,4005.62,0.69571,0.585783,57.377049,0,29.508197,9.836066,3.278689,0,0
linker103_C_linker71_C_qzd_relaxed,6.45064,9.1585,4273.85,0.726626,0.534137,57.377049,0,29.508197,9.836066,3.278689,0,0
linker103_C_linker72_C_dia_relaxed_interp_2,5.54515,7.77531,3198.86,0.636414,0.660116,56.923077,0,24.615385,6.153846,12.307692,0,0
linker103_C_linker73_C_qtz_relaxed,12.36175,13.62528,4755.01,0.777139,0.387095,52,0,37.333333,10.666667,0,0,0
linker103_C_linker74_C_atn_relaxed,9.36408,18.56803,3838.93,0.747304,0.490142,56.923077,0,30.769231,6.153846,6.153846,0,0
linker103_C_linker74_C_cds_relaxed,6.21135,9.6159,4976.6,0.752588,0.488925,56.923077,0,30.769231,6.153846,6.153846,0,0
linker103_C_linker74_C_dia_relaxed_interp_2,5.72664,7.55393,3614.49,0.654024,0.614539,56.923077,0,30.769231,6.153846,6.153846,0,0
linker103_C_linker75_C_qtz_relaxed,11.86476,12.47613,4788.98,0.78146,0.385144,54.929577,0,33.802817,5.633803,5.633803,0,0
linker103_C_linker76_C_dia_relaxed_interp_2,6.75623,7.91369,5405.72,0.770803,0.490899,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker76_C_qzd_relaxed,7.76176,9.94523,5248.4,0.796399,0.452896,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker76_C_sql_relaxed,7.95254,9.68276,4902.88,0.790601,0.491945,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker76_C_unc_relaxed_interp_2,8.4265,11.05736,4260.35,0.754232,0.480779,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker77_C_cdl_relaxed,7.29892,10.82834,5829.76,0.788077,0.417138,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker77_C_cds_relaxed,8.11357,10.40724,5617.4,0.795026,0.417389,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker77_C_qzd_relaxed,6.11924,8.74239,5342.25,0.748027,0.48016,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker77_C_sra_relaxed_interp_2,9.38935,10.63583,5477.59,0.776327,0.428011,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker78_C_cdl_relaxed,7.92733,10.43974,5617.32,0.778193,0.443138,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker78_C_cds_relaxed,7.49892,10.10332,5679.01,0.779337,0.444509,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker78_C_dia_relaxed_interp_2,5.9076,7.94675,4365.94,0.690878,0.551052,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker78_C_qzd_relaxed,6.99568,9.35625,4601.62,0.725229,0.511026,57.377049,0,32.786885,6.557377,3.278689,0,0
linker103_C_linker79_C_cdl_relaxed,6.62198,10.23702,5289.57,0.73702,0.460059,58.208955,0,35.820896,5.970149,0,0,0
linker103_C_linker79_C_cds_relaxed,6.96116,8.76176,5530.88,0.742147,0.461304,58.208955,0,35.820896,5.970149,0,0,0
linker103_C_linker79_C_dia_relaxed_interp_2,5.56771,8.61963,3916.36,0.657746,0.566693,58.208955,0,35.820896,5.970149,0,0,0
linker103_C_linker8_C_dia_relaxed_interp_2,5.18231,7.46285,3088.56,0.612526,0.652984,56.923077,0,24.615385,6.153846,12.307692,0,0
linker103_C_linker8_C_gis_relaxed_interp_2,9.42946,17.28243,3909.32,0.756242,0.466643,56.923077,0,24.615385,6.153846,12.307692,0,0
linker103_C_linker80_C_qzd_relaxed,5.17769,8.81123,3598.99,0.630665,0.588466,51.898734,0,40.506329,5.063291,2.531646,0,0
linker103_C_linker81_C_dia_relaxed_interp_2,6.51571,9.03135,5425.83,0.779652,0.490208,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker81_C_sql_relaxed,7.69675,10.08834,4896.87,0.797962,0.487526,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker81_C_unc_relaxed_interp_2,8.45462,11.24288,4164.78,0.748323,0.480208,62.264151,0,30.188679,7.54717,0,0,0
linker103_C_linker82_C_cdl_relaxed,7.42969,10.96302,5810.19,0.789527,0.419443,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker82_C_cds_relaxed,7.35401,9.50379,5820.26,0.7884,0.421377,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker82_C_dia_relaxed_interp_2,6.54384,8.23611,4938.38,0.725842,0.513128,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker82_C_qzd_relaxed,7.39909,9.48956,4911.27,0.762987,0.478433,59.322034,0,33.898305,6.779661,0,0,0
linker103_C_linker83_C_cds_relaxed,7.02058,10.04092,5000.57,0.773099,0.472632,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker83_C_qzd_relaxed,6.33851,8.20825,4505.47,0.726233,0.548064,63.076923,0,30.769231,6.153846,0,0,0
linker103_C_linker84_C_dia_relaxed_interp_2,6.64011,8.17651,5012.23,0.747129,0.513655,57.894737,0,31.578947,10.526316,0,0,0
linker103_C_linker84_C_qzd_relaxed,7.1141,9.62517,4951.68,0.771545,0.481041,57.894737,0,31.578947,10.526316,0,0,0
linker103_C_linker85_C_cds_relaxed,7.58682,10.66312,5141.89,0.769273,0.460195,58.730159,0,31.746032,6.349206,3.174603,0,0
linker103_C_linker85_C_dia_relaxed_interp_2,6.10195,9.06732,3994.38,0.680356,0.569492,58.730159,0,31.746032,6.349206,3.174603,0,0
linker103_C_linker85_C_qzd_relaxed,6.4896,8.52118,4192.06,0.707478,0.532019,58.730159,0,31.746032,6.349206,3.174603,0,0
linker103_C_linker87_C_dia_relaxed_interp_2,8.77211,9.88969,4858.22,0.75819,0.480393,64.912281,0,35.087719,0,0,0,0
linker103_C_linker87_C_qzd_relaxed,7.36516,9.89772,5399.65,0.784518,0.441423,64.912281,0,35.087719,0,0,0,0
linker103_C_linker87_C_sql_relaxed,7.53109,9.28914,5086.08,0.769463,0.484253,64.912281,0,35.087719,0,0,0,0
linker103_C_linker88_C_cds_relaxed,6.93593,10.01738,5641.03,0.790636,0.435775,60.655738,0,32.786885,0,6.557377,0,0
linker103_C_linker88_C_dia_relaxed_interp_2,5.93403,7.60501,4603.66,0.694692,0.539551,60.655738,0,32.786885,0,6.557377,0,0
linker103_C_linker88_C_gme_relaxed,14.92951,18.72679,4125.32,0.783426,0.358257,60.655738,0,32.786885,0,6.557377,0,0
linker103_C_linker88_C_qzd_relaxed,6.16335,9.19492,4761.75,0.745596,0.499815,60.655738,0,32.786885,0,6.557377,0,0
linker103_C_linker9_C_cdl_relaxed,7.67718,10.71532,5604.68,0.739173,0.431415,59.42029,0,40.57971,0,0,0,0
linker103_C_linker9_C_cds_relaxed,7.26951,9.81169,5591.17,0.742707,0.431192,59.42029,0,40.57971,0,0,0,0
linker103_C_linker90_C_crb_relaxed,8.96247,16.52124,4283.3,0.768728,0.438521,65.714286,0,34.285714,0,0,0,0
linker103_C_linker90_C_lcs_relaxed,7.18635,15.07968,4837.17,0.761907,0.421284,65.714286,0,34.285714,0,0,0,0
linker103_C_linker90_C_uni_relaxed,12.5132,13.35692,4546.85,0.776142,0.421938,65.714286,0,34.285714,0,0,0,0
linker103_C_linker91_C_bor_relaxed,5.44953,8.33202,2329.02,0.580534,0.719329,64.444444,0,26.666667,8.888889,0,0,0
linker103_C_linker91_C_hof_relaxed,11.55001,11.61755,2595.54,0.795652,0.630645,60.655738,0,19.672131,19.672131,0,0,0
linker103_C_linker91_C_ins_relaxed,6.8901,11.04094,4273.26,0.780733,0.523447,65.116279,0,27.906977,6.976744,0,0,0
linker103_C_linker91_C_jeb_relaxed,7.23529,11.44538,4042.82,0.792608,0.522353,65.116279,0,27.906977,6.976744,0,0,0
linker103_C_linker91_C_jph_relaxed,5.73989,6.92755,3972.44,0.793284,0.625855,60.655738,0,19.672131,19.672131,0,0,0
linker103_C_linker92_C_bor_relaxed,5.1239,7.6676,2601.31,0.590739,0.696061,67.346939,0,32.653061,0,0,0,0
linker103_C_linker92_C_jph_relaxed,5.6,6.93727,4198.85,0.764201,0.575285,67.123288,0,32.876712,0,0,0,0
linker103_C_linker92_C_xux_relaxed,6.17815,9.90432,5087.34,0.788308,0.482296,67.123288,0,32.876712,0,0,0,0
